	Healthy	Healthy	Healthy	Healthy	Healthy	Healthy	Healthy	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Butyricicoccus	2.32168502599576e-06	1.07590370676854e-06	6.80344283417334e-07	5.640874133880527e-06	2.116043878269595e-06	2.59434417484488e-06	4.901031093691532e-07	1.45374846819324e-07	2.208821823842572e-06	0.0	3.67008399827457e-07	0.0	6.52335821535722e-07	2.26309684881545e-06	1.0893854991388436e-06	1.9010099024444331e-06	3.11681675851228e-07	0.0	4.560408711105957e-07	3.53067719490366e-06	0.0	6.67283898568363e-08	6.72879036181895e-07	8.25444809862565e-07
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium	5.02856645831201e-07	1.3619410813830254e-06	8.38895461506834e-07	1.607252403304085e-06	2.472890440882362e-06	1.229371063014432e-06	4.86516920253026e-07	3.130604864446725e-07	2.411066931450652e-06	0.0	1.20520056339609e-07	9.47821623419263e-07	1.746788179473192e-06	1.575577634432818e-06	1.7854712231522614e-06	0.0	1.657128934378497e-06	0.0	1.2405852115017356e-06	2.699575577710468e-06	1.055095958490882e-06	3.0281346517469906e-06	3.07649784809087e-07	1.0086048780005547e-06
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Hungatella	0.0	0.0	0.0	0.0	9.24365699028922e-08	0.0	0.0	0.0	0.0	0.0	1.2765749369198e-07	1.14556272544571e-07	0.0	0.0	0.0	0.0	1.64625310011375e-06	0.0	6.17515013938495e-07	0.0	1.29483118306977e-06	2.65313428067299e-07	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Eubacteriaceae|g_Anaerofustis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Eubacteriaceae|g_Eubacterium	1.2305975548329723e-05	9.006720781812203e-06	7.559766243949763e-06	3.975745062952017e-06	6.464334046770457e-06	1.0030926098130946e-05	1.009096521621425e-05	1.626354336316336e-05	3.127184833648193e-05	6.72564086849354e-08	4.25426555031149e-06	7.50670310037888e-07	7.420708975034457e-06	6.830697950681852e-06	4.436077468164824e-06	0.0	6.12768232367163e-06	3.08193161810492e-07	3.0992581190482037e-06	4.573114712678273e-06	1.335057724917666e-07	1.0278574920487405e-05	1.8210317826137712e-05	6.740731977441398e-06
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Anaerostipes	2.49968396395273e-06	4.41414433604911e-06	3.37374349055916e-06	9.29756765495753e-06	1.371889461585094e-05	2.93269582403172e-06	5.57419892502605e-06	4.00582554561611e-07	5.3233249583372e-06	5.30094799131108e-08	0.0	0.0	4.876746208945141e-07	2.73843949007258e-05	3.63383890613854e-06	1.58034331830443e-06	1.900667132517504e-06	2.55872263102985e-05	3.38980954770932e-06	6.85533711521432e-07	1.03952512669704e-06	3.6876706107954e-07	3.19613868252027e-07	1.1281039403648222e-05
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Anaerotignum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.22670555349416e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia	2.8827246309235242e-05	2.5249678259964653e-05	7.771065893111467e-06	3.067321150590846e-05	4.7678967848388876e-05	2.0750446199463817e-05	2.429734107911647e-05	5.5108105288826955e-05	4.111504280736166e-05	6.133384066986373e-06	1.7610547547495025e-05	2.402000019402507e-05	1.2677410220333138e-05	1.5944610581109126e-05	1.1424943437062539e-05	7.926149923560791e-06	1.635706883163708e-05	0.00010691393380828245	8.56490596723097e-06	1.7445293268335865e-05	9.709417772076764e-05	6.99495366016033e-06	2.4370792639196323e-05	2.0947616407591576e-05
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus	1.4021799669228787e-06	8.664996909593154e-06	1.9531082245719204e-05	1.205240024012067e-06	3.1177082810092417e-06	1.359414747454747e-05	2.136259554524018e-05	1.37189644332161e-05	3.74427292588834e-06	0.0	2.558889611841648e-06	0.0	6.902219704002527e-06	3.224057309718232e-06	1.36754232029618e-07	2.8381727819478e-06	1.41157249973261e-06	1.10504335198681e-05	7.94616112608661e-08	7.450982933470755e-06	0.0	7.095652385364617e-06	2.324115908262889e-06	3.55537677884547e-06
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Dorea	3.118278288982195e-06	4.5527758293826015e-06	2.895016318285518e-06	3.322796105290899e-06	5.843871974237402e-06	2.3391282096853288e-06	7.59149894605563e-07	0.0	6.372663990970504e-06	4.59694192574221e-07	1.768410736518822e-06	0.0	8.418830262030007e-06	5.895267778357449e-06	2.254212691162696e-06	6.528475926581589e-06	0.0	0.0	6.2599039336429985e-06	5.855604529355497e-06	0.0	7.64970692138299e-07	6.36748050228805e-06	2.52774565472285e-06
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Eisenbergiella	0.0	0.0	0.0	5.54415193293866e-08	4.47791251834569e-08	0.0	0.0	0.0	2.13472307960267e-08	0.0	5.82360255386137e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5151648586048e-07	0.0	6.3933336360629e-06	2.03171231027683e-06	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Faecalicatena	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.60351273123262e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.37563198939385e-08	0.0	1.485523974594292e-07	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Fusicatenibacter	4.71306833537807e-06	1.3630602934219e-05	7.78059640785239e-06	3.58458959402376e-06	1.15255652145343e-05	1.00407857954535e-05	5.98870719864839e-06	0.0	1.21344991037871e-05	5.64317021572292e-08	1.86335322482354e-06	0.0	1.95850137605813e-06	8.54994901067948e-06	5.83501557358535e-06	0.0	5.09416277844092e-08	0.0	1.03084379561632e-05	4.13286390346179e-06	1.1086919153318e-08	1.50699218209869e-05	5.77970718513183e-06	6.70823665207712e-06
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoanaerobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium	9.6085539330489e-08	1.6684157296935468e-07	5.81297948609477e-08	9.35880195416877e-08	7.308597581387649e-08	2.10686305753228e-07	1.503247188469892e-07	3.2957665909173134e-06	8.173544087402179e-08	9.866977919800442e-07	9.67100666981731e-07	6.16360284258178e-07	1.20838544163742e-07	3.59692839566962e-07	5.79050673239866e-08	3.51099310842441e-07	1.532157859608208e-05	2.220980256648847e-06	9.627183936947593e-07	6.23806801496011e-08	1.9127663739970224e-05	3.543559874689943e-07	8.12855047115633e-08	3.31814781528132e-07
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospira	8.85713001449577e-06	2.38304915448164e-06	3.47000723487028e-07	3.21692948785709e-07	3.91813119623495e-07	1.84710829241663e-06	1.88505326294747e-06	0.0	1.51357431085139e-06	0.0	0.0	0.0	7.14886338673561e-07	1.82063829027667e-06	1.39896341047261e-06	0.0	1.0825809697297e-06	0.0	0.0	1.50462495622656e-06	0.0	1.38763790428148e-08	4.61011378927967e-08	7.20861519349871e-07
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Marvinbryantia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Merdimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82216340619865e-06	2.94396468518779e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56494487039621e-08	2.08079492987249e-07	4.08548607398378e-07
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Niameybacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11499045557723e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia	1.7092873838340976e-05	9.045642592998764e-06	2.8403898379548652e-05	1.4353385669795158e-05	9.200797135034011e-06	1.3642977778111394e-05	1.0510275190871998e-05	0.0	2.3828464795038615e-05	1.50561192308315e-06	1.002011610486077e-05	9.26284608107806e-07	1.0426104966620726e-05	9.250347666109285e-06	3.6829832641290267e-07	0.0	1.6953177767692213e-06	0.0	3.32248678670076e-06	2.1423354297084134e-05	1.06995790342213e-05	7.64340750868928e-07	7.085754585977399e-07	3.983668193447075e-06
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Sellimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.03601760095103e-07	0.0	1.05218307574198e-07	0.0	0.0	0.0	0.0	6.31635204791406e-07	0.0	0.0	0.0	3.9778499819779e-06	2.36231902593173e-06	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Tyzzerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.30603874547159e-06	0.0	0.0	0.0	2.16366578906233e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18101696442216e-06	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Oscillospiraceae|g_Oscillibacter	6.475104203349015e-06	5.602777384947754e-06	4.123340309575811e-06	4.949540385283441e-06	6.857671037744035e-06	6.919836870431454e-06	2.012693103561084e-06	0.0	1.843953292819089e-06	2.0034110061725e-07	6.499508033368073e-07	0.0	2.4728312975963288e-06	1.3276618273740401e-05	2.12456564541722e-07	0.0	8.294013469759097e-06	0.0	3.2052071850532703e-06	1.5230383506590486e-05	0.0	5.800037423508159e-06	3.3392132337300985e-06	2.05185034576534e-06
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Intestinibacter	0.0	1.10829569468697e-07	3.247911948768725e-07	0.0	4.26467023561184e-08	0.0	1.010708163450798e-06	6.28957494894709e-06	0.0	1.809892819085e-07	1.80928739946138e-07	3.2819138081564e-08	2.133094757248647e-07	6.17864303177131e-08	3.64628964315216e-07	7.63015539807792e-07	1.18330105692264e-06	5.83008743787781e-07	4.12586356280224e-08	2.65442619211295e-07	3.75795531214488e-07	6.10214621909064e-07	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.64649426632826e-08	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia	7.59850441865972e-08	2.06402747904269e-07	4.54972937477069e-07	5.95450500475322e-07	1.18548524868153e-06	1.87048583926058e-07	3.05844514636745e-07	0.0	0.0	4.28969406645598e-07	0.0	0.0	0.0	7.54871956827339e-07	0.0	0.0	0.0	0.0	8.40123810330772e-07	3.35766099873323e-07	0.0	0.0	6.12020004262279e-07	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Anaerofilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Anaeromassilibacillus	0.0	0.0	0.0	2.49837687177495e-07	9.02978111584644e-08	4.39641902763925e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.603780695997765e-07	0.0	0.0	0.0	0.0	9.71383983223854e-08	1.446273729086e-07	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Anaerotruncus	0.0	0.0	0.0	4.21626898337825e-08	6.30390564502757e-08	0.0	0.0	9.42766857926925e-07	0.0	1.89376950074876e-07	3.81761827076021e-08	0.0	0.0	1.54480631633085e-07	0.0	0.0	5.15450474819018e-08	0.0	0.0	0.0	0.0	0.0	0.0	5.14587333544874e-08
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Drancourtella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.97477827601098e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80802144705359e-06	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium	3.311446456050707e-05	6.472606343076223e-05	5.4219730506549e-05	7.805606552915045e-05	2.6543243644133064e-05	6.272278664646001e-05	5.158660229300682e-05	1.31075321402403e-06	1.9349089586982327e-05	0.0	1.53124923593231e-05	1.6829417262324537e-05	4.003610592494806e-05	4.109866187530286e-05	1.9890664398744447e-05	2.07208157821371e-05	3.1516614180889027e-07	0.0	1.98397180981817e-05	5.284717452007149e-05	2.7757309730802017e-07	1.2016186565735957e-05	5.633585583885181e-06	5.506880183594848e-05
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Gemmiger	3.744980593229114e-05	1.495776560266027e-05	1.6419262427519043e-05	6.69237100346385e-06	1.21090640577839e-05	1.5072652632491598e-05	8.31619390611841e-06	4.18080916382764e-06	3.154744425301499e-05	0.0	0.0	0.0	7.314262118960601e-06	1.4021613514582745e-05	9.13122349920641e-06	5.2813559512251e-06	4.07842659922316e-08	0.0	0.0	1.7479610832841268e-05	4.08756720592567e-08	0.0	1.4242872408529112e-05	1.96833103952621e-06
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Negativibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60332955745153e-07	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Neglecta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69385186177477e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Phocea	0.0	0.0	0.0	0.0	2.05325250776668e-08	0.0	0.0	0.0	5.91551233407396e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.71591248655435e-08	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium	0.0	6.380517992649203e-07	1.360142216143122e-06	2.769778472172898e-07	1.21092618896186e-06	1.9518977509874e-06	0.0	0.0	1.10582551138042e-07	0.0	0.0	0.0	0.0	2.29544431603506e-07	2.92844194115257e-06	0.0	0.0	0.0	0.0	0.0	6.14044501774241e-08	9.7295180506666e-07	1.03811087710122e-06	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus	1.182664613298095e-05	3.940618526330987e-05	1.5256029945507416e-05	5.76493733141782e-06	8.977853302637229e-06	3.87878361172694e-05	1.1931223346834577e-05	6.6554729346975e-06	2.560933442968733e-05	3.2030785692572502e-06	6.08322587367352e-06	4.51340133357506e-08	8.93391139370752e-06	1.015637517639024e-05	1.268621734983859e-05	3.07001059995996e-07	1.218865135780623e-05	0.0	5.23773002747482e-06	2.8398863886165502e-05	0.0	5.970681590667164e-06	6.966353705464128e-06	1.270500744208808e-05
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruthenibacterium	5.60599845564587e-08	7.51516100987252e-08	2.13272316707495e-07	2.50092473450093e-07	6.6366824740848e-07	1.14818062287732e-07	3.87054526225602e-07	3.68451529103653e-08	5.46664983903031e-07	5.9345891844683e-07	1.91691185160603e-06	0.0	3.33103366517064e-08	5.18780346688768e-08	0.0	0.0	1.71513251517902e-06	9.33278118984178e-07	9.80785156893808e-07	9.58185414072069e-08	3.88681637449821e-06	3.48338259256815e-06	1.81690017798888e-06	1.92077905397441e-07
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Subdoligranulum	0.0	4.15694320194423e-08	5.49330879661931e-07	0.0	0.0	3.72579235838241e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Catenibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2670423101391e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.39655667837857e-06	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Coprobacillus	8.39561763871725e-07	1.16084981132297e-06	6.18284699402665e-07	8.49273189680707e-07	1.6306824323288497e-06	5.11823430086899e-07	7.50494628419855e-07	8.765595939699804e-06	4.1442953196775e-06	1.50724328597228e-08	0.0	0.0	0.0	1.7370723973939177e-06	0.0	0.0	6.66832607048702e-07	0.0	1.66777358438653e-07	4.21005372611863e-07	7.152933248209283e-07	7.68758705634429e-08	7.79157466733991e-07	2.94165105207365e-06
k_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Dielma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91075853315132e-07	6.11228393704367e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Erysipelatoclostridium	0.0	0.0	0.0	1.10433809546438e-07	4.571954141677199e-07	0.0	0.0	2.784304583104422e-05	6.84182551324409e-07	1.4363235102642974e-06	5.62715600983902e-06	1.9647281899513617e-06	0.0	6.75506250960728e-08	2.085671619319485e-07	1.4283280002795576e-06	8.53442571419855e-06	3.894864011719079e-06	8.898231413422956e-07	9.63875316516348e-09	1.41168419067843e-06	1.3724360976629021e-06	8.52054470046297e-08	1.515878105188024e-07
k_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Faecalicoccus	0.0	0.0	0.0	5.74893197265177e-08	1.00562841412744e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84932998939832e-07	0.0
k_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Faecalitalea	1.73112883816888e-06	0.0	0.0	1.38508716648422e-07	2.7718470115865293e-07	0.0	0.0	0.0	6.28462511634907e-06	0.0	1.18311466982553e-06	0.0	6.1380392249808e-06	8.39436145011001e-08	0.0	3.4973005323059e-06	0.0	0.0	0.0	5.46537455168251e-08	0.0	0.0	1.28476358810636e-06	5.64777741527125e-07
k_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Holdemanella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28052515244742e-06	9.22628017126654e-08	0.0	0.0	0.0	0.0	1.18863725421983e-05	0.0	0.0	0.0	0.0	1.08104831033367e-05
k_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Holdemania	3.38299774175707e-08	4.91398382402328e-08	1.10090401072675e-08	0.0	7.94357914545398e-08	5.24068941421781e-08	0.0	4.09702890948333e-06	1.22526930931588e-07	0.0	0.0	0.0	3.89629929238065e-08	4.67807841177147e-08	0.0	0.0	0.0	0.0	2.94825865061632e-07	4.57690702742187e-08	0.0	1.14672854589928e-07	4.3253226692431e-08	1.8815925151381e-07
k_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Massiliomicrobiota	0.0	0.0	5.01859962571373e-08	0.0	0.0	0.0	0.0	1.64166872797265e-06	0.0	1.1742477670034e-07	0.0	0.0	0.0	0.0	0.0	0.0	4.55901721583117e-07	1.21873154981012e-06	1.58874371521608e-07	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Solobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Turicibacter	0.0	1.164539197132464e-07	7.60175827228905e-08	0.0	0.0	0.0	1.078843300863194e-07	0.0	0.0	6.6918316088846e-08	0.0	0.0	4.13982002722336e-07	0.0	0.0	0.0	2.60729035765377e-07	0.0	6.20401902866013e-08	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Acidaminococcus	0.0	0.0	2.38312575615354e-07	0.0	0.0	0.0	8.19369414383366e-07	0.0	0.0	0.0	1.82224557703537e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51879781486635e-06	0.0	0.0	2.14453700871185e-06	0.0	6.99700480243437e-07
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Phascolarctobacterium	1.8274230790506e-06	6.19976297790848e-07	2.25688447172157e-07	6.88298252575507e-06	5.55697091935196e-06	6.33023631961036e-07	0.0	0.0	1.91693607687387e-06	0.0	1.64948153753279e-06	0.0	4.70989629409878e-07	6.79150096524075e-06	0.0	0.0	0.0	4.05855230761173e-06	0.0	2.65904856882771e-06	0.0	7.31479636520881e-07	1.63220335724798e-06	0.0
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Megamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.70225914403593e-06	0.0	0.0	0.0	0.0	3.20028824854846e-06
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Mitsuokella	0.0	0.0	3.18070708553693e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03243786836149e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Allisonella	0.0	0.0	0.0	1.46781818730495e-07	2.82943092594969e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35766857197586e-07	0.0	0.0	0.0	0.0	0.0	1.41231389827626e-07	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Anaeroglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Colibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Dialister	0.0	1.08426808528401e-06	2.84664403638357e-06	1.20623768753391e-08	0.0	1.95785311256647e-07	1.7138917093818e-06	0.0	0.0	0.0	0.0	8.71864423198155e-07	1.08436641673135e-05	4.98406629079636e-08	0.0	0.0	4.40034602193254e-08	0.0	1.40978481071431e-06	0.0	2.40892650282838e-06	0.0	0.0	1.05499079716637e-05
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Megasphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.37749838959261e-08	0.0	0.0	0.0	9.31579419881946e-06	0.0	1.23602137943466e-07	5.80897541587533e-06	1.13157922596095e-06	0.0
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Veillonella	0.0	0.0	8.46259927629405e-08	0.0	0.0	0.0	6.135424724800469e-07	7.72377634087041e-06	0.0	1.34332516499931e-07	0.0	1.58845524983772e-07	0.0	0.0	4.720264560754074e-06	1.6884111780878321e-06	0.0	6.97459919985041e-08	0.0	6.161601592577009e-06	5.10341243515965e-06	3.24868758105461e-07	0.0	0.0
k_Bacteria|p_Firmicutes|c_Tissierellia|o_Tissierellales|f_Peptoniphilaceae|g_Anaerococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.48575483901575e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Tissierellia|o_Tissierellales|f_Peptoniphilaceae|g_Parvimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Tissierellia|o_Tissierellales|f_Peptoniphilaceae|g_Peptoniphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
