,0.0,7.0,30.0,90.0
Klebsiella michiganensis 1,0.0,0.0,0.0,0.0
Klebsiella michiganensis 2,0.0,0.0,0.0,0.0
Klebsiella oxytoca,0.0,0.0,5.1441764696711365,0.0
Klebsiella pneumoniae,0.004344606755818387,-1.1236093610191147,8.355614104677704,0.0
Klebsiella quasipneumoniae,0.0,0.0,0.0,0.0
Klebsiella variicola,0.0,0.0,0.0,0.0
Lachnoanaerobaculum saburreum,0.0,0.0,0.0,0.0
Lachnoclostridium sp. An118,0.0,0.0,0.0,0.0
Lachnospira sp. 2789STDY5834967 / Clostridiales bacterium KLE1615 & 41_12_two_minus,-0.2744678801849792,0.4603884223045444,-0.001356098982552249,1.938383548227509
Lachnospiraceae bacterium TF01-11 / Clostridium sp. CAG:122,0.0,0.0,0.0,0.0
Lactobacillus acidophilus,2.0476744636208672,0.9046509939268841,0.0,0.0
Lactobacillus casei == paracasei,2.4537444701355766,0.0,4.338584694497839,0.0
Lactobacillus crispatus,0.0,0.0,0.0,0.0
Lactobacillus delbrueckii,0.0,0.0,0.0,0.0
Lactobacillus fermentum,-0.40971696827922977,2.9225101696594655,-5.534998245133892,0.021537270966694822
Lactobacillus gasseri 1,-2.3628035023162792,3.8469795301694933,-0.26747927834249174,-0.24774813763892792
Lactobacillus gasseri 2,4.733568106927091,3.465722505475573,-1.977862418952706,1.6313909987993827
Lactobacillus johnsonii,0.0,0.0,0.0,0.0
Lactobacillus mucosae,6.983517319963526,6.267812140900166,5.897383639613023,3.892982392950082
Lactobacillus oris,0.0,0.0,3.5926528006249026,0.0
Lactobacillus reuteri,3.800486335278345,0.0,1.3020962920936066,0.0
Lactobacillus rogosae,-4.071500027688226,-3.5573804188652782,-4.301960042469834,-0.05499090705120163
Lactobacillus ruminis,0.0,0.0,0.0,0.0
Lactobacillus salivarius,7.905351644082841,5.9436271944957,5.4869547766497915,4.86317411518165
Lactobacillus vaginalis,0.0,0.0,0.0,0.0
Lactococcus lactis subsp. cremoris,0.0,0.0,0.0,0.0
Lactococcus lactis subsp. lactis,0.0,-5.422073188174173,0.0,-5.023885596547961
Leuconostoc mesenteroides,0.0,0.0,0.0,0.0
Massiliomicrobiota sp. An80 & An105 & An134 & An142,0.0,0.0,0.0,0.0
Massiliomicrobiota timonensis,0.0,0.0,-1.6790578455758929,0.0
Mediterranea massiliensis ,0.0,0.0,0.0,0.0
Megamonas funiformis == rupellensis,-1.5070702253478219,0.5098610935666137,5.575960176802243,0.5458714897980192
Megasphaera elsdenii,0.0,0.0,0.0,0.0
Megasphaera micronuciformis,0.0,0.0,-5.150830630274287,0.0
Megasphaera sp. ASD88 & An286,-3.6229805336383287,-3.9164827225729835,-1.3545302475062004,0.0
Merdimonas faecis,1.640888465881267,0.5499484584546993,-4.36136812869066,-2.919650470612429
Methanobrevibacter smithii 1,0.0,0.0,0.0,0.0
Methanobrevibacter smithii 2,0.0,0.0,5.416141554690798,0.3082012736680756
Methanosphaera stadtmanae,0.0,0.0,0.0,0.0
Mitsuokella jalaludinii,0.0,-4.774053906709245,0.0,0.0
Morganella morganii,0.0,0.0,0.0,0.0
Negativibacillus massiliensis,0.0,0.0,0.0,0.0
Neglecta timonensis,0.0,0.0,0.0,0.0
Odoribacter laneus,0.0,0.0,0.0,0.0
Odoribacter splanchnicus,4.1763312882193615,5.421920457325337,0.7509712249729029,0.09677560580380155
Olsenella sp. Marseille-P2300,0.0,0.0,0.0,0.0
Oscillibacter sp. 57_20,-3.5442351248892496,-0.9629409385853768,-2.943848224477717,-0.9330481133946894
Oscillibacter sp. CAG:155,0.0,0.0,0.0,0.0
Oscillibacter sp. CAG:241,0.0,0.0,0.0,0.0
Oscillibacter sp. ER4 / Firmicutes bacterium CAG:129_59_24,-3.654812136972635,-2.9384252397553645,-3.7997351250395184,-2.413491659799896
Oscillibacter sp. KLE 1728 & KLE 1745 / Oscillospiraceae VE202-24,0.24847485539889794,0.009281285039382027,-0.6201307030460388,0.23273796894825627
Parabacteroides distasonis,-1.529402232105947,-0.5289634788347343,-2.4711843363860595,-1.296727865731046
Parabacteroides goldsteinii,0.0,1.6511515358229636,2.9424008480655788,-1.4400625014339623
Parabacteroides johnsonii,0.0,0.0,0.0,0.0
Parabacteroides merdae,-0.35464134000821823,0.7613801245585593,-1.3160222635324341,0.1268880571968782
Paraprevotella clara,1.5296863905476867,-1.2194483855454314,0.5367553665082936,-1.3830493460947784
Parasutterella excrementihominis,0.9334875031560362,0.0,0.0,0.0
Parvimonas micra,0.0,0.0,0.0,0.0
Peptoniphilus lacrimalis,0.0,0.0,0.0,0.0
Peptoniphilus senegalensis,0.0,0.0,0.0,0.0
Peptostreptococcus stomatis,0.0,0.0,0.0,0.0
Phascolarctobacterium sp. CAG:207,0.0,6.2320154290080465,3.199999147982341,5.19410935224611
Phascolarctobacterium sp. CAG:266,0.0,0.0,0.0,0.0
Phascolarctobacterium succinatutens,-2.490189810376134,1.2321272679115591,0.2000879356061272,-0.08964553691510758
Phocea massiliensis,-0.9360682284960972,-0.6209682443099553,-1.6856830917933603,0.10635523367994702
Prevotella copri 1,-5.049551791210887,-0.7270874231890861,-1.0304585371118438,-0.8700064287098015
Prevotella copri 2,-5.321256888829738,-5.416381671388019,-9.038661534916177,-1.3766631426736415
Prevotella denticola,0.0,0.0,0.0,0.0
Prevotella sp. 885,0.0,0.0,0.0,0.0
Prevotella sp. CAG:1092,0.0,0.0,0.0,-1.2598901113132346
Prevotella sp. CAG:1320,0.0,0.0,0.0,0.0
Prevotella sp. CAG:386,0.0,0.0,0.0,0.0
Prevotella sp. CAG:604,0.0,-3.3601735112948576,-7.091652983163277,-0.8302432940940603
Prevotella sp. CAG:732,0.0,-3.4090452532132933,-7.209432640228794,0.0
Prevotella sp. CAG:924,0.0,0.0,0.0,0.0
Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,0.0,0.0,0.0,0.0
Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,0.0,0.0,0.0,0.0
Prevotella stercorea,0.0,0.0,0.0,-1.611156576627296
Prevotellamassilia timonensis,-5.3937925143878465,-8.070567636291104,-5.695428355981561,0.0
Proteus mirabilis,0.0,0.0,0.0,0.0
Pseudoflavonifractor capillosus,-1.5655534987756412,0.0,0.0,0.0
Pseudoflavonifractor sp. An184,1.2244197835860953,0.0,0.0,0.0
Raoultella ornithinolytica,0.0,0.0,0.0,0.0
Rhodospirillum sp. UNK.MGS-17 / Azospirillum sp. 47_25 & CAG:260,0.0,0.0,0.0,0.0
Romboutsia timonensis,1.70977936920258,-1.3993474825452727,0.2833550545362931,0.2756893267273093
Roseburia faecis,-1.3010924766590617,-2.5865101533086463,0.34845667318931284,1.2429023829748709
Roseburia hominis,-0.5382938187957383,-1.5103867337145958,-0.9297708207237124,-0.3369455593280496
Roseburia intestinalis,-0.04232141202265847,-0.3479680806568667,0.7357764010554197,3.997536038033707
Roseburia inulinivorans,-0.1636179822458318,-0.6580493357211957,0.5238848188264797,1.34315817422142
Roseburia sp. CAG:100,-0.14146338797179706,-2.107025645977844,2.6201164171001663,3.248860625667698
Roseburia sp. CAG:182,0.0,0.0,0.0,0.0
Roseburia sp. CAG:197,1.4561460687867491,-1.0326626902349698,-2.753354893513314,0.0
Roseburia sp. CAG:303,0.0,0.0,0.0,0.0
Roseburia sp. CAG:380,0.0,0.0,0.0,0.0
Roseburia sp. CAG:45 & sp. 2789STDY5608886,1.3088413657198994,3.463634656314941,-3.0171446922463003,3.2810020662075217
Roseburia sp. CAG:471,0.0,-3.387623342537761,0.0,0.0
Ruminococcaceae bacterium D16,0.6145704166289613,2.541522169801418,0.0,0.0
Ruminococcaceae bacterium D5,0.0,0.0,0.0,0.0
Ruminococcus bicirculans,0.6479951228657896,-0.16273185945233706,-0.5848507348502763,-0.9261360271021953
Ruminococcus bromii 2,-0.8628309015903647,1.1547825767854076,0.6511284515431791,0.9229127837755282
Ruminococcus callidus,0.07809483394913093,-1.055557220282792,-2.206313687054895,-0.28261683907156965
Ruminococcus faecis,-0.5224707474184322,-0.5122030600805427,-0.2916820842969307,0.6868334390101674
Ruminococcus gnavus,2.810873953990587,-3.5671518117370455,-2.4070947806579532,5.992523818871982
Ruminococcus lactaris,-0.353560550468786,-1.0547802951184633,-0.45657215129280004,-1.3879642586334187
Ruminococcus sp. 2789STDY5608794 & sp. 2789STDY5834890 / Firmicutes bacterium CAG:56,-4.641186911928404,0.19314251175230773,-1.3215728613699,-0.08276924022242071
Ruminococcus sp. 2789STDY5608817 / Eubacterium sp. 2789STDY5834872,-2.5711205668416084,-1.2801121008541587,-0.3197490077739972,-0.4404821505173377
Ruminococcus sp. 37_24 & sp. 2789STDY5834934,0.0,0.0,0.0,0.0
Ruminococcus sp. A254.MGS-254 & CAG:254,0.0,0.0,0.0,0.0
Ruminococcus sp. CAG:17 & Blautia sp. 2789STDY5608880,-1.386866053855041,1.663889400131279,2.2548786033680983,2.3613439189413
Ruminococcus sp. CAG:177,0.0,0.0,0.0,0.0
Ruminococcus sp. CAG:330,-1.70665024526663,0.0,0.0,-2.39200779206343
Ruminococcus sp. CAG:353 & sp. 2789STDY5834938,0.0,0.0,0.0,0.0
Ruminococcus sp. CAG:382,0.0,0.0,0.0,0.0
Ruminococcus sp. CAG:403,0.0,0.0,0.0,0.0
Ruminococcus sp. CAG:60 / Blautia sp. 2789STDY5608836,-2.466716786408594,2.7253792763467004,0.3314963599460051,1.3278739474933843
Ruminococcus sp. JC304,2.6042106726241556,1.7778384335011246,-0.29929481141047865,0.46965767887210375
Ruminococcus sp. Marseille-P328 / Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844,0.49498474574610674,1.8042649619099707,0.35440550863155185,0.623979817883322
Ruminococcus sp. UNK.MGS-30,0.0,-1.494776392094899,-3.272948289604103,0.0
Ruminococcus torques,1.1670026499002046,-0.8036130328688115,-2.165848473342049,1.4300277806245623
Ruthenibacterium lactatiformans,0.4506172607959023,-0.3625148321540253,2.8449599608636134,0.08058809806108637
Sellimonas intestinalis == Drancourtella massiliensis,-0.15655599624252625,-5.9377119168956085,-4.177383254844193,1.3304798450828461
Senegalimassilia anaerobia,3.9323895445582866,3.998638543676742,3.986642240197095,0.0
Slackia exigua,0.0,0.0,0.0,0.0
Slackia piriformis,0.0,0.0,0.0,0.0
Solobacterium moorei,0.0,0.9001808711538385,0.0,0.0
Streptococcus anginosus,-1.826965867169945,-1.2463771758693545,-4.839865504713018,-4.263136452429549
Streptococcus australis,0.0,0.0,0.0,0.0
Streptococcus gordonii,-0.05304291282493456,-3.5118680632479573,-4.946859526353817,-2.731311089754212
Streptococcus infantarius,0.0,0.0,0.0,0.0
Streptococcus infantis,0.0,0.0,0.0,0.0
Streptococcus lutetiensis,0.0,0.0,-6.3503482228745884,-1.2104688168526718
Streptococcus mitis,0.0,0.0,0.0,0.0
Streptococcus mutans,-0.4552818284532396,-1.3356867598140516,-1.3002516816452334,-0.2939096552765377
Streptococcus oralis,-1.3152425478042336,-10.43692540831042,0.0,-0.9684193253245195
Streptococcus parasanguinis,0.3358267064635975,-2.293391276797181,-4.058757908705418,-1.6359417470834807
Streptococcus pasteurianus,0.0,0.0,0.0,0.0
Streptococcus salivarius,-0.02378110351195975,-0.18340546114736594,-2.750173573138342,-3.220097185941828
Streptococcus sanguinis,1.7522633917108712,0.0,-1.0231687821438578,0.8692382119307529
Streptococcus sp. I-P16,0.0,0.0,0.0,0.0
Streptococcus thermophilus,-1.7710903012581924,1.8307358495195922,-0.4447649618643704,-0.5498299155677518
Streptococcus vestibularis,-5.05685802347053,-6.549738122409439,-7.599144967389871,0.0
Subdoligranulum sp. CAG:314,0.0,0.0,-2.646561551958915,-0.4780386128609801
Succinatimonas hippei,0.0,0.0,0.0,0.0
Succinatimonas sp. CAG:777,0.0,0.0,0.0,0.0
Sutterella wadsworthensis 1,2.3578682878904704,1.7377450784367068,2.6991040286166244,-0.18323616345471958
Sutterella wadsworthensis 2,-5.874646574357493,-3.2979262039868864,-2.072128989863302,-1.9120923068518985
Turicibacter sanguinis 1,0.0,-0.04892705956437526,-1.9163029513684573,1.7724568421459719
Turicibacter sanguinis 2,-1.9300512000481858,-4.157888236047046,-0.6059545206606156,0.0
Tyzzerella nexilis,4.191376437755058,0.0,0.0,0.0
Veillonella atypica,0.1419064921407516,1.035567809093037,-3.3368512563156734,0.08894144064277096
Veillonella dispar,1.9803545320775633,2.2970519805023706,-2.5909863440906835,-0.37423085556593894
Veillonella parvula,-0.04153797873869082,-2.503276173673061,-2.001486903457622,-0.10380404321628414
Veillonella sp. oral taxon 158,0.0,0.0,-1.0519785314593724,-3.3198463663862965
Veillonella tobetsuensis,0.0,0.0,0.0,0.0
Weissella cibaria,0.0,0.0,0.0,0.0
[Staphylococcus] sp. CAG:324,0.0,0.0,0.0,0.0
bacterium LF-3 / Coprobacillus sp. CAG:235,4.584975533945558,3.276875639088954,4.149112638556278,4.320768058032091
bacterium OL-1,0.0,0.0,0.0,0.0
butyrate-producing bacterium SS3/4 - Clostridium sp. CAG:81,-1.5962810875165632,0.04174918962484319,-0.34061454375773326,1.7187912306971713
unclassified,-0.9804116448327641,2.19771659818408,0.5368497793695193,1.2722183983438955
unclassified Actinobacteria,0.0,0.0,0.0,0.0
unclassified Alistipes,-5.161636730461497,-4.82923064641053,-3.8416319942940933,-3.2040859322781965
unclassified Bacteroidales,0.0,0.0,6.5388584055119665,1.5094320158081098
unclassified Bacteroides,0.0,0.0,0.0,0.0
unclassified Bilophila,-0.6122101055434134,-1.3453025906169582,-1.3640574266817045,-3.36765434922092
unclassified Blautia,0.6950001990676122,1.3323158042781147,-1.9949362218587163,-0.03608975017876145
unclassified Burkholderiales,0.0,-0.131560462911093,0.0,0.0
unclassified Butyricicoccus,-1.8029453570575886,-2.7756895635661287,-2.7645582704738567,-1.0792804027947127
unclassified Butyricimonas,0.0,0.0,0.0,0.0
unclassified Cloacibacillus,0.0,0.0,0.0,0.0
unclassified Clostridia,0.0,0.0,0.0,-1.193716534559732
unclassified Clostridiaceae,0.0,0.0,0.0,0.0
unclassified Clostridiales,1.6715038297678746,1.0047946304350814,0.7182738041562531,0.4416805798923915
unclassified Clostridium,-0.6553062350759552,0.8563936210527157,0.6685539298403811,1.7872406918261956
unclassified Collinsella,0.0,0.0,0.9119032293524121,-1.7222855324303832
unclassified Coprococcus,0.0,0.0,1.78729887921705,3.075564658671199
unclassified Desulfovibrionales,0.0,0.0,0.0,0.0
unclassified Eggerthella,0.0,0.0,0.0,0.0
unclassified Eggerthellaceae,-0.7673162581011111,-0.1451535597806614,0.29954944288901075,0.046792610612687704
unclassified Erysipelatoclostridium,0.0,0.0,0.0,0.0
unclassified Erysipelotrichaceae,0.12618381802127568,0.03693623037565756,0.0,0.0
unclassified Eubacterium,0.6850054658039757,1.0619140064572614,1.1054917900396397,5.810154090002991
unclassified Faecalibacterium,-0.6690148694235545,0.23975934709766816,-1.6428157755371318,-0.7075171314874631
unclassified Faecalitalea,0.0,0.0,0.0,-0.891360417363477
unclassified Firmicutes,1.7398253215573845,-0.5606926804577473,-0.9393234217679597,-1.0314112605948254
unclassified Flavonifractor,2.0434880093740566,1.7066690901840613,-0.7728788248840873,0.4448669101039029
unclassified Gemmiger,-0.430554072443461,1.4298716444674335,-0.3071535369533164,0.1373526786743716
unclassified Gordonibacter,-1.4332760433801106,0.44600264013083707,-0.34453126687722385,-0.35177157763250544
unclassified Intestinibacter,0.0,-1.9946324168242318,-2.31094793175287,-0.1300452450643671
unclassified Intestinimonas,0.0,0.0,0.0,0.0
unclassified Lachnoclostridium,2.8557897714142864,1.433054336900236,0.3071185449030602,-2.261666670930417
unclassified Lachnospiraceae,0.7362425652715129,0.9121565411687534,0.10664448945788853,-0.2592298323833108
unclassified Lactobacillus,0.0,0.2729381681367545,0.0,0.0
unclassified Libanicoccus,0.0,0.0,0.0,0.0
unclassified Marvinbryantia,0.0,0.0,0.0,0.0
unclassified Niameybacter,0.0,0.0,0.0,0.0
unclassified Odoribacteraceae,0.0,0.0,0.0,0.0
unclassified Olsenella,0.0,0.0,0.0,-4.476441418907602
unclassified Oscillibacter,2.2406591402365774,1.4217319886960724,1.1601972570504506,3.114520302895614
unclassified Parabacteroides,0.0,0.0,0.0,0.0
unclassified Paraprevotella,0.0,0.0,0.0,0.0
unclassified Porphyromonas,0.0,0.0,0.0,0.0
unclassified Prevotella,-2.864645127549929,0.032155096574135206,-5.100798816840697,-0.9096476602785337
unclassified Prevotellaceae,0.0,0.0,0.0,0.0
unclassified Proteobacteria,0.0,0.0,0.0,0.0
unclassified Rhodospirillales,0.0,0.0,0.0,0.0
unclassified Roseburia,0.22770792815933394,-1.9378622595930173,0.5583316358477467,1.4546802034489057
unclassified Ruminiclostridium,0.0,0.0,0.0,0.0
unclassified Ruminococcaceae,1.6813792921596005,2.2563693386134287,0.3368406512172589,-0.744424083974405
unclassified Ruminococcus,0.0,0.0,0.0,0.0
unclassified Sutterella,0.0,0.0,0.0,0.0
unclassified Verrucomicrobia,0.0,0.0,0.0,0.0
