,,0
stool Glycodeoxycholic Acid,plasma Taurohyocholic Acid,-0.7868606572997605
stool Glycodeoxycholic Acid,plasma Taurocholic Acid,-0.6692789860051612
stool Glycodeoxycholic Acid,plasma Taurochenodeoxycholic Acid-3-Sulfate,-0.6507982931640105
stool Glycodeoxycholic Acid,plasma Glycodeoxycholic Acid-3-Sulfate,0.6737254684932577
stool Glycodeoxycholic Acid,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.7036157035304659
stool Glycodeoxycholic Acid,"stool 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",0.8088151645847366
stool Glycodeoxycholic Acid,stool Deoxycholic Acid,0.79354140557925
stool Glycodeoxycholic Acid,stool Glycodeoxycholic Acid,0.9999999999999998
stool Glycodeoxycholic Acid,stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.6899925060489466
stool Glycodeoxycholic Acid,urine Glycodeoxycholic Acid,0.8017894093720243
stool Glycodeoxycholic Acid,urine Glycodeoxycholic Acid-3-Sulfate,0.7936664646366537
stool Glycoursodeoxycholic Acid,plasma Glycoursodeoxycholic Acid,0.6448081360681989
stool Glycoursodeoxycholic Acid,stool Glycoursodeoxycholic Acid,0.9999999999999998
stool Glycoursodeoxycholic Acid,stool Tauroursodeoxycholic Acid,0.6891195315338549
stool Glycocholic Acid,stool Glycochenodeoxycholic Acid,0.7393400486993552
stool Glycocholic Acid,stool Glycocholic Acid,1.0
stool Glycocholic Acid,stool Taurocholic Acid,0.7063007989566733
stool Tauroursocholanic Acid,stool Glycoursocholanic Acid,0.6491420647827361
stool Tauroursocholanic Acid,stool Tauroursocholanic Acid,1.0
stool Tauroursodeoxycholic Acid,stool Glycoursodeoxycholic Acid,0.6891195315338547
stool Tauroursodeoxycholic Acid,stool Tauroursodeoxycholic Acid,1.0
stool Taurochenodeoxycholic Acid,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,-0.6518096561935119
stool Taurochenodeoxycholic Acid,stool Taurochenodeoxycholic Acid,0.9999999999999998
stool Taurochenodeoxycholic Acid,stool Taurocholic Acid,0.8051572746471045
stool Taurochenodeoxycholic Acid,urine Taurochenodeoxycholic Acid,0.6396731920357048
stool Taurodeoxycholic Acid,stool Taurodeoxycholic Acid,1.0
stool Tauro omega-Muricholic Acid,stool Tauro omega-Muricholic Acid,1.0
stool Taurocholic Acid,stool Glycocholic Acid,0.7063007989566734
stool Taurocholic Acid,stool Taurochenodeoxycholic Acid,0.8051572746471045
stool Taurocholic Acid,stool Taurocholic Acid,0.9999999999999998
stool Lithocholic Acid 3-Sulfate,stool Lithocholic Acid 3-Sulfate,0.9999999999999998
stool Lithocholic Acid 3-Sulfate,stool Deoxycholic Acid-3-Sulfate,0.710111704175446
stool Lithocholic Acid 3-Sulfate,stool Chenodeoxycholic Acid-3-Sulfate,0.6943969769630532
stool Cholic Acid-3-Sulfate,stool Cholic Acid-3-Sulfate,1.0
stool Cholic Acid-3-Sulfate,stool Chenodeoxycholic Acid-3-Sulfate,0.7861628230063908
stool Deoxycholic Acid-3-Sulfate,stool Lithocholic Acid 3-Sulfate,0.7101117041754459
stool Deoxycholic Acid-3-Sulfate,stool Deoxycholic Acid-3-Sulfate,1.0
stool Deoxycholic Acid-3-Sulfate,stool Chenodeoxycholic Acid-3-Sulfate,0.678327799747267
stool Chenodeoxycholic Acid-3-Sulfate,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,-0.6931658730335623
stool Chenodeoxycholic Acid-3-Sulfate,"stool 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",-0.6564601278132816
stool Chenodeoxycholic Acid-3-Sulfate,stool Deoxycholic Acid,-0.6640270079413808
stool Chenodeoxycholic Acid-3-Sulfate,stool Lithocholic Acid 3-Sulfate,0.6943969769630532
stool Chenodeoxycholic Acid-3-Sulfate,stool Cholic Acid-3-Sulfate,0.7861628230063908
stool Chenodeoxycholic Acid-3-Sulfate,stool Deoxycholic Acid-3-Sulfate,0.678327799747267
stool Chenodeoxycholic Acid-3-Sulfate,stool Chenodeoxycholic Acid-3-Sulfate,1.0
stool Chenodeoxycholic Acid-3-Sulfate,stool Ursodeoxycholic Acid-3-Sulfate,0.7759763265034287
stool Chenodeoxycholic Acid-3-Sulfate,stool 6-Oxolithocholic Acid,-0.690018578112758
stool Chenodeoxycholic Acid-3-Sulfate,stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,-0.6704455466824663
stool Ursodeoxycholic Acid-3-Sulfate,stool Chenodeoxycholic Acid-3-Sulfate,0.7759763265034287
stool Ursodeoxycholic Acid-3-Sulfate,stool Ursodeoxycholic Acid-3-Sulfate,0.9999999999999998
stool Ursodeoxycholic Acid-3-Sulfate,stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,-0.6429742421295394
stool Glycochenodeoxycholic Acid-3-Sulfate,stool Glycochenodeoxycholic Acid-3-Sulfate,0.9999999999999998
stool Glycolithocholic Acid-3-Sulfate,stool Glycolithocholic Acid-3-Sulfate,0.9999999999999998
stool Allolithocholic Acid,plasma 3-Ketocholanic Acid,0.6415115309808281
stool Allolithocholic Acid,plasma Glycolithocholic Acid-3-Sulfate,0.683523200889136
stool Allolithocholic Acid,stool 3-Ketocholanic Acid,0.82367488910106
stool Allolithocholic Acid,stool Lithocholic Acid,0.8167495626815753
stool Allolithocholic Acid,stool Isolithocholic Acid,0.8505140316754657
stool Allolithocholic Acid,stool Isoallolithocholic Acid,0.9260736076510288
stool Allolithocholic Acid,stool 5-beta-Cholenic Acid-7-alpha-ol-3-one,-0.6470310375111642
stool Allolithocholic Acid,stool 3-alpha-Hydroxy-7 Ketolithocholic Acid,-0.6999263674802653
stool Allolithocholic Acid,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.6790502527537158
stool Allolithocholic Acid,stool Chenodeoxycholic Acid,-0.7440328992285684
stool Allolithocholic Acid,stool Hyodeoxycholic Acid,0.64256737982773
stool Allolithocholic Acid,stool 3-Dehydrocholic Acid,-0.6419451213822511
stool Allolithocholic Acid,stool Cholic acid|Ursocholic acid,-0.7685126013692254
stool Allolithocholic Acid,stool Allolithocholic Acid,1.0
stool Allolithocholic Acid,stool 5-alpha-Cholanic Acid-3-one,0.8654626285079191
stool Allolithocholic Acid,urine Glycodeoxycholic Acid,0.6438192888726766
stool Allolithocholic Acid,urine Taurolithocholic Acid 3-Sulfate,0.7636141368557936
stool Allolithocholic Acid,urine Glycolithocholic Acid-3-Sulfate,0.7269417883150079
stool Allolithocholic Acid,urine Glycodeoxycholic Acid-3-Sulfate,0.6764195113116149
stool Allolithocholic Acid,gut Firmicutes bacterium CAG:124,0.6562475206888345
stool Allolithocholic Acid,gut unclassified,0.6715155288759154
stool Allolithocholic Acid,gut unclassified Clostridiales,0.713408371482965
stool Allolithocholic Acid,gut unclassified Firmicutes,0.7313022342762325
stool Allolithocholic Acid,gut unclassified Oscillibacter,0.6425867029225885
stool 23-Norcholic Acid,stool 23-Norcholic Acid,1.0
stool 6-Oxolithocholic Acid,stool 3-Ketocholanic Acid,0.748616938587208
stool 6-Oxolithocholic Acid,stool Lithocholic Acid,0.7763028955586105
stool 6-Oxolithocholic Acid,stool Isolithocholic Acid,0.7785887078362682
stool 6-Oxolithocholic Acid,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.7476926050502711
stool 6-Oxolithocholic Acid,"stool 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",0.6724213112844523
stool 6-Oxolithocholic Acid,stool Deoxycholic Acid,0.6442134747796271
stool 6-Oxolithocholic Acid,stool Hyodeoxycholic Acid,0.7447841636605655
stool 6-Oxolithocholic Acid,stool Cholic acid|Ursocholic acid,-0.7136682291894103
stool 6-Oxolithocholic Acid,stool Chenodeoxycholic Acid-3-Sulfate,-0.6900185781127579
stool 6-Oxolithocholic Acid,stool 6-Oxolithocholic Acid,0.9999999999999998
stool 6-Oxolithocholic Acid,stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.651274719443418
stool 6-Oxolithocholic Acid,stool Neopterin,-0.6504433105740092
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,Albumin,0.7182733790673025
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,MELDPLUS,-0.6413815141146076
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,"plasma 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",0.6841281106355496
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,plasma Glycohyocholic Acid,-0.6846163465004469
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,plasma Taurochenodeoxycholic Acid,-0.7367704470070153
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,plasma Taurohyocholic Acid,-0.6902290946636471
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,plasma Taurocholic Acid,-0.7244613012827693
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,plasma Glycodeoxycholic Acid-3-Sulfate,0.7125411579064678
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,stool 3-Ketocholanic Acid,0.7403506833341332
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,stool Lithocholic Acid,0.646428720348035
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,stool Isolithocholic Acid,0.6912571722975007
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,"stool 3,6-Diketocholanic Acid| 3,12-Diketocholanic Acid",0.8719765487997493
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.9597643662702706
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,"stool 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",0.9175731811552521
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,stool Deoxycholic Acid,0.9093611936980741
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,stool Cholic acid|Ursocholic acid,-0.6612806869499102
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,stool Glycodeoxycholic Acid,0.6899925060489465
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,stool Chenodeoxycholic Acid-3-Sulfate,-0.6704455466824661
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,stool Ursodeoxycholic Acid-3-Sulfate,-0.6429742421295394
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,stool 6-Oxolithocholic Acid,0.651274719443418
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.9999999999999998
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,urine Glycodeoxycholic Acid,0.6464431597635018
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,urine Taurochenodeoxycholic Acid,-0.678153098995754
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,urine Glycodeoxycholic Acid-3-Sulfate,0.7451999221984493
stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,gut Parabacteroides distasonis,0.6458476079046179
stool 5-alpha-Cholanic Acid-3-one,stool 3-Ketocholanic Acid,0.9003959729958049
stool 5-alpha-Cholanic Acid-3-one,stool Lithocholic Acid,0.7408374784043057
stool 5-alpha-Cholanic Acid-3-one,stool Isolithocholic Acid,0.8027785495971104
stool 5-alpha-Cholanic Acid-3-one,stool Isoallolithocholic Acid,0.9188212909324462
stool 5-alpha-Cholanic Acid-3-one,"stool 3,6-Diketocholanic Acid| 3,12-Diketocholanic Acid",0.7226451792164492
stool 5-alpha-Cholanic Acid-3-one,stool 3-alpha-Hydroxy-7 Ketolithocholic Acid,-0.6816710430088665
stool 5-alpha-Cholanic Acid-3-one,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.6730205488152775
stool 5-alpha-Cholanic Acid-3-one,stool Chenodeoxycholic Acid,-0.8000778018593345
stool 5-alpha-Cholanic Acid-3-one,stool Cholic acid|Ursocholic acid,-0.8034121540237826
stool 5-alpha-Cholanic Acid-3-one,stool Allolithocholic Acid,0.8654626285079191
stool 5-alpha-Cholanic Acid-3-one,stool 5-alpha-Cholanic Acid-3-one,1.0
stool 5-alpha-Cholanic Acid-3-one,stool Neopterin,-0.6414482887293662
stool 5-alpha-Cholanic Acid-3-one,urine Taurolithocholic Acid 3-Sulfate,0.6651927592166025
stool 5-alpha-Cholanic Acid-3-one,urine Glycolithocholic Acid-3-Sulfate,0.6396276287949285
stool 5-alpha-Cholanic Acid-3-one,gut unclassified Clostridiales,0.7672641452416901
stool 5-alpha-Cholanic Acid-3-one,gut unclassified Firmicutes,0.7363990025475917
stool 5-alpha-Cholanic Acid-3-one,gut unclassified Lachnospiraceae,0.6790491158441491
stool Acetic_acid,stool Acetic_acid,1.0
stool Alanine,stool Alanine,0.9999999999999998
stool Alanine,stool Leucine,0.7051973318510283
stool Alanine,stool Valine,0.779988882712618
stool Butyric_acid,stool Butyric_acid,0.9999999999999998
stool Ethanol,stool Ethanol,1.0
stool Formic_acid,stool Formic_acid,0.9999999999999998
stool Fumaric_acid,stool Fumaric_acid,1.0
stool Glutamic_acid,stool Glutamic_acid,1.0
stool Glycine,stool Glycine,1.0
stool Isoleucine,stool Isoleucine,0.9999999999999998
stool Isoleucine,stool Valine,0.7788353379688974
stool Lactic_acid,stool Lactic_acid,1.0
stool Leucine,stool Alanine,0.7051973318510283
stool Leucine,stool Leucine,0.9999999999999998
stool Leucine,stool Valine,0.8103112840466924
stool Methanol,stool Methanol,0.9999999999999998
stool N_trimethylamine,stool N_trimethylamine,1.0
stool N_methylamine,stool N_methylamine,1.0
stool Phenylacetic_acid,stool Phenylacetic_acid,0.9999999999999998
stool Propionic_acid,stool Propionic_acid,0.9999999999999998
stool Succinic_acid,stool Succinic_acid,0.9999999999999998
stool Tyrosine,stool Tyrosine,1.0
stool Uracil,stool Uracil,0.9999999999999998
stool Valeric_acid,stool Valeric_acid,1.0
stool Valine,stool Alanine,0.779988882712618
stool Valine,stool Isoleucine,0.7788353379688974
stool Valine,stool Leucine,0.8103112840466924
stool Valine,stool Valine,0.9999999999999998
stool Nicotinic riboside,stool Nicotinic riboside,0.9999999999999998
stool Indole-3-acetic-acid,stool Indole-3-acetic-acid,0.9999999999999998
stool Kynurenic acid,stool Kynurenic acid,0.9999999999999998
stool Picolinic Acid,stool Picolinic Acid,1.0
stool NAD+,stool NAD+,0.9999999999999998
stool 5-hydroxyindole acetic acid,stool 5-hydroxyindole acetic acid,0.9999999999999998
stool Tryptophan,stool Tryptophan,0.9999999999999998
stool 3-HAA,stool 3-HAA,0.9999999999999999
stool Citrulline,stool Citrulline,1.0
stool Xanthurenic acid,stool Xanthurenic acid,1.0
stool Neopterin,stool 3-Ketocholanic Acid,-0.7057927652216611
stool Neopterin,stool Isolithocholic Acid,-0.6727330917752119
stool Neopterin,stool Isoallolithocholic Acid,-0.6464644842339571
stool Neopterin,stool Chenodeoxycholic Acid,0.7132945015982147
stool Neopterin,stool Cholic acid|Ursocholic acid,0.7274311068056406
stool Neopterin,stool 6-Oxolithocholic Acid,-0.6504433105740091
stool Neopterin,stool 5-alpha-Cholanic Acid-3-one,-0.6414482887293662
stool Neopterin,stool Neopterin,1.0
stool Neopterin,gut unclassified Lachnospiraceae,-0.669280058889844
urine 3-alpha-Hydroxy-7 Ketolithocholic Acid,plasma 3-alpha-Hydroxy-7 Ketolithocholic Acid,0.7033413922180717
urine 3-alpha-Hydroxy-7 Ketolithocholic Acid,urine 3-alpha-Hydroxy-7 Ketolithocholic Acid,1.0
urine 3-alpha-Hydroxy-7 Ketolithocholic Acid,urine Chenodeoxycholic Acid,0.6675141872966072
urine 3-alpha-Hydroxy-12 Ketolithocholic Acid,urine 3-alpha-Hydroxy-12 Ketolithocholic Acid,1.0
urine 3-alpha-Hydroxy-12 Ketolithocholic Acid,urine Deoxycholic Acid,0.6426180830824829
urine 3-alpha-Hydroxy-12 Ketolithocholic Acid,urine 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.7081420498748738
urine Deoxycholic Acid,plasma 3-Ketocholanic Acid,0.7218591900737003
urine Deoxycholic Acid,plasma Lithocholic Acid,0.750177250222831
urine Deoxycholic Acid,plasma Isolithocholic Acid,0.7171911520900419
urine Deoxycholic Acid,plasma 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.7874931102060196
urine Deoxycholic Acid,"plasma 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",0.7835507967257106
urine Deoxycholic Acid,plasma Deoxycholic Acid,0.8632260741712348
urine Deoxycholic Acid,plasma Glycodeoxycholic Acid,0.8027360166929141
urine Deoxycholic Acid,plasma Taurodeoxycholic Acid,0.7113586076120897
urine Deoxycholic Acid,plasma 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.8394992421265368
urine Deoxycholic Acid,"stool 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",0.6766731729915567
urine Deoxycholic Acid,stool Deoxycholic Acid,0.6586135015898595
urine Deoxycholic Acid,urine 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.6426180830824828
urine Deoxycholic Acid,urine Deoxycholic Acid,1.0
urine Deoxycholic Acid,urine Glycodeoxycholic Acid,0.768501106430751
urine Deoxycholic Acid,urine Taurohyocholic Acid,-0.7560419372359647
urine Deoxycholic Acid,urine Lithocholic Acid 3-Sulfate,0.7119586603682524
urine Deoxycholic Acid,urine Deoxycholic Acid-3-Sulfate,0.7516780402643922
urine Deoxycholic Acid,urine Taurochenodeoxycholic Acid-3-Sulfate,-0.66835090284911
urine Deoxycholic Acid,urine Glycolithocholic Acid-3-Sulfate,0.6796720210981614
urine Deoxycholic Acid,urine Glycodeoxycholic Acid-3-Sulfate,0.6635566636040818
urine Deoxycholic Acid,urine 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.8178565515746407
urine Chenodeoxycholic Acid,urine 3-alpha-Hydroxy-7 Ketolithocholic Acid,0.6675141872966072
urine Chenodeoxycholic Acid,urine Chenodeoxycholic Acid,1.0
urine Chenodeoxycholic Acid,urine Ursodeoxycholic Acid,0.712452355882565
urine Chenodeoxycholic Acid,urine Hyocholic acid,0.7293531312991911
urine Chenodeoxycholic Acid,urine Chenodeoxycholic Acid-3-Sulfate,0.7307452063753037
"urine 5-beta-Cholanic Acid-3-alpha, 6-alpha-diol-7-one","urine 5-beta-Cholanic Acid-3-alpha, 6-alpha-diol-7-one",1.0
"urine 5-beta-Cholanic Acid-3-alpha, 6-alpha-diol-7-one",urine Citric acid,0.6664611678718574
urine 3-Dehydrocholic Acid,urine 3-Dehydrocholic Acid,1.0
urine 12-Dehydrocholic Acid|7-Dehydrocholic Acid,urine 12-Dehydrocholic Acid|7-Dehydrocholic Acid,0.9999999999999998
urine Ursodeoxycholic Acid,plasma Ursodeoxycholic Acid,0.6997911000430721
urine Ursodeoxycholic Acid,plasma Glycoursodeoxycholic Acid,0.6841755970369803
urine Ursodeoxycholic Acid,plasma Ursodeoxycholic Acid-3-Sulfate,0.6440865093161984
urine Ursodeoxycholic Acid,plasma Tauroursodeoxycholic Acid-3-Sulfate,0.6454696441398486
urine Ursodeoxycholic Acid,stool Murocholic Acid,0.6664841977891918
urine Ursodeoxycholic Acid,urine Chenodeoxycholic Acid,0.712452355882565
urine Ursodeoxycholic Acid,urine Ursodeoxycholic Acid,0.9999999999999998
urine Ursodeoxycholic Acid,urine Hyocholic acid,0.639333217129929
urine Ursodeoxycholic Acid,urine Chenodeoxycholic Acid-3-Sulfate,0.7132409493475892
urine omega Muricholic Acid,plasma Cholic acid|Ursocholic acid,0.6487798228236069
urine omega Muricholic Acid,urine omega Muricholic Acid,1.0
urine omega Muricholic Acid,urine beta Muricholic Acid,0.8428244682634868
urine omega Muricholic Acid,urine Cholic acid|Ursocholic acid,0.6883816818575685
urine beta Muricholic Acid,urine omega Muricholic Acid,0.8428244682634868
urine beta Muricholic Acid,urine beta Muricholic Acid,0.9999999999999998
urine beta Muricholic Acid,urine Cholic acid|Ursocholic acid,0.7263133352706126
urine Cholic acid|Ursocholic acid,plasma Cholic acid|Ursocholic acid,0.7616560155598778
urine Cholic acid|Ursocholic acid,urine omega Muricholic Acid,0.6883816818575685
urine Cholic acid|Ursocholic acid,urine beta Muricholic Acid,0.7263133352706125
urine Cholic acid|Ursocholic acid,urine Cholic acid|Ursocholic acid,1.0
urine Hyocholic acid,urine Chenodeoxycholic Acid,0.7293531312991911
urine Hyocholic acid,urine Ursodeoxycholic Acid,0.639333217129929
urine Hyocholic acid,urine Hyocholic acid,1.0
urine Glycochenodeoxycholic Acid,urine Glycochenodeoxycholic Acid,1.0
urine Glycochenodeoxycholic Acid,urine Taurochenodeoxycholic Acid,0.6551896686839306
urine Glycodeoxycholic Acid,plasma 3-Ketocholanic Acid,0.7632140515689058
urine Glycodeoxycholic Acid,plasma Lithocholic Acid,0.7051579309381902
urine Glycodeoxycholic Acid,plasma Isolithocholic Acid,0.7085098974098538
urine Glycodeoxycholic Acid,plasma 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.7580696200483861
urine Glycodeoxycholic Acid,"plasma 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",0.8307858943602882
urine Glycodeoxycholic Acid,plasma Deoxycholic Acid,0.856014827047615
urine Glycodeoxycholic Acid,plasma Glycodeoxycholic Acid,0.8596033462432844
urine Glycodeoxycholic Acid,plasma Taurodeoxycholic Acid,0.8156787585691592
urine Glycodeoxycholic Acid,plasma Glycolithocholic Acid-3-Sulfate,0.6554193858075152
urine Glycodeoxycholic Acid,plasma Glycodeoxycholic Acid-3-Sulfate,0.7133364165469256
urine Glycodeoxycholic Acid,plasma 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.8293135166209163
urine Glycodeoxycholic Acid,stool Isoallolithocholic Acid,0.6504948977270996
urine Glycodeoxycholic Acid,stool 3-alpha-Hydroxy-7 Ketolithocholic Acid,-0.6492249962372236
urine Glycodeoxycholic Acid,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.6970084960249958
urine Glycodeoxycholic Acid,"stool 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",0.7483592511775295
urine Glycodeoxycholic Acid,stool Deoxycholic Acid,0.7146816084639007
urine Glycodeoxycholic Acid,stool Glycodeoxycholic Acid,0.8017894093720244
urine Glycodeoxycholic Acid,stool Allolithocholic Acid,0.6438192888726766
urine Glycodeoxycholic Acid,stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.6464431597635018
urine Glycodeoxycholic Acid,urine Deoxycholic Acid,0.7685011064307511
urine Glycodeoxycholic Acid,urine Glycodeoxycholic Acid,0.9999999999999998
urine Glycodeoxycholic Acid,urine Taurodeoxycholic Acid,0.7446196361652034
urine Glycodeoxycholic Acid,urine Taurohyocholic Acid,-0.6966178116120622
urine Glycodeoxycholic Acid,urine Taurolithocholic Acid 3-Sulfate,0.6476723622357237
urine Glycodeoxycholic Acid,urine Deoxycholic Acid-3-Sulfate,0.7111819698907397
urine Glycodeoxycholic Acid,urine Glycolithocholic Acid-3-Sulfate,0.7452080847947524
urine Glycodeoxycholic Acid,urine Glycodeoxycholic Acid-3-Sulfate,0.8133255298220802
urine Glycodeoxycholic Acid,urine 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.711856610858776
urine Glycoursodeoxycholic Acid,urine Glycoursodeoxycholic Acid,1.0
urine Glycoursodeoxycholic Acid,urine Glycoursodeoxycholic Acid-3-Sulfate,0.7105701911606449
urine Glycocholic Acid,urine Glycocholic Acid,1.0
urine Glycocholic Acid,urine Taurocholic Acid,0.6451236454570715
urine Glycohyocholic Acid,plasma Glycohyocholic Acid,0.6804667963323147
urine Glycohyocholic Acid,urine Glycohyocholic Acid,1.0
urine Glycohyocholic Acid,urine Taurohyocholic Acid,0.7477076965823842
urine Glycohyocholic Acid,urine Deoxycholic Acid-3-Sulfate,-0.6572182917408899
urine Tauroursodeoxycholic Acid,urine Tauroursodeoxycholic Acid,0.9999999999999998
urine Taurochenodeoxycholic Acid,Albumin,-0.6572214632559825
urine Taurochenodeoxycholic Acid,"plasma 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",-0.6911105243768942
urine Taurochenodeoxycholic Acid,plasma Taurochenodeoxycholic Acid,0.8174795132406663
urine Taurochenodeoxycholic Acid,plasma Taurohyocholic Acid,0.7373905865261949
urine Taurochenodeoxycholic Acid,plasma Taurocholic Acid,0.8167569899601053
urine Taurochenodeoxycholic Acid,plasma Glycodeoxycholic Acid-3-Sulfate,-0.7278588370941812
urine Taurochenodeoxycholic Acid,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,-0.6512985148988291
urine Taurochenodeoxycholic Acid,"stool 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",-0.6750312695424082
urine Taurochenodeoxycholic Acid,stool Deoxycholic Acid,-0.674179165743433
urine Taurochenodeoxycholic Acid,stool Taurochenodeoxycholic Acid,0.6396731920357048
urine Taurochenodeoxycholic Acid,stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,-0.678153098995754
urine Taurochenodeoxycholic Acid,urine Glycochenodeoxycholic Acid,0.6551896686839306
urine Taurochenodeoxycholic Acid,urine Taurochenodeoxycholic Acid,0.9999999999999998
urine Taurochenodeoxycholic Acid,urine Taurohyocholic Acid,0.7131304779135186
urine Taurochenodeoxycholic Acid,urine Taurocholic Acid,0.8905099432911971
urine Taurochenodeoxycholic Acid,urine Deoxycholic Acid-3-Sulfate,-0.6750972762645914
urine Taurochenodeoxycholic Acid,urine Taurochenodeoxycholic Acid-3-Sulfate,0.7620119567791517
urine Taurochenodeoxycholic Acid,urine Glycodeoxycholic Acid-3-Sulfate,-0.7310925594549972
urine Taurodeoxycholic Acid,plasma Lithocholic Acid,0.6401702400197286
urine Taurodeoxycholic Acid,plasma Taurodeoxycholic Acid,0.724780504006997
urine Taurodeoxycholic Acid,plasma 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.640656488461952
urine Taurodeoxycholic Acid,urine Glycodeoxycholic Acid,0.7446196361652034
urine Taurodeoxycholic Acid,urine Taurodeoxycholic Acid,0.9999999999999998
urine Taurohyocholic Acid,plasma 3-Ketocholanic Acid,-0.6469574881911644
urine Taurohyocholic Acid,plasma 3-alpha-Hydroxy-12 Ketolithocholic Acid,-0.7587656753827937
urine Taurohyocholic Acid,"plasma 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",-0.7616547077551622
urine Taurohyocholic Acid,plasma Deoxycholic Acid,-0.7833842734092804
urine Taurohyocholic Acid,plasma Glycodeoxycholic Acid,-0.690803000833565
urine Taurohyocholic Acid,plasma Taurochenodeoxycholic Acid,0.6985273687135317
urine Taurohyocholic Acid,plasma Taurohyocholic Acid,0.7054181717143653
urine Taurohyocholic Acid,plasma Taurocholic Acid,0.7073075854404002
urine Taurohyocholic Acid,plasma 5-beta-Cholanic Acid 12-alpha-ol-3-one,-0.771625248442291
urine Taurohyocholic Acid,urine Deoxycholic Acid,-0.7560419372359646
urine Taurohyocholic Acid,urine Glycodeoxycholic Acid,-0.6966178116120622
urine Taurohyocholic Acid,urine Glycohyocholic Acid,0.7477076965823842
urine Taurohyocholic Acid,urine Taurochenodeoxycholic Acid,0.7131304779135186
urine Taurohyocholic Acid,urine Taurohyocholic Acid,1.0
urine Taurohyocholic Acid,urine Taurocholic Acid,0.692136704640178
urine Taurohyocholic Acid,urine Deoxycholic Acid-3-Sulfate,-0.7649576286152844
urine Taurohyocholic Acid,urine Taurochenodeoxycholic Acid-3-Sulfate,0.7146429563767716
urine Taurohyocholic Acid,urine Glycodeoxycholic Acid-3-Sulfate,-0.6651106573392264
urine Taurohyocholic Acid,urine 5-beta-Cholanic Acid 12-alpha-ol-3-one,-0.666879442033809
urine Tauro omega-Muricholic Acid,plasma Taurodeoxycholic Acid,0.64684634620728
